City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
Pangnirtung,66.1451,-65.7125,15.57,78,40,2.37,CA,1611470182
Örebro,59.2741,15.2066,32.0,93,90,3.44,SE,1611470183
Taylor,32.3001,-99.8337,57.2,88,90,12.66,US,1611470184
Aktau,43.65,51.2,33.8,80,0,15.66,KZ,1611470185
Andenes,69.3143,16.1194,21.2,79,20,11.5,NO,1611469896
Pinotepa Nacional,16.3167,-98.0167,70.92,93,100,2.35,MX,1611470186
Plaster Rock,46.9065,-67.39,12.2,67,90,13.8,CA,1611470188
Viedma,-40.8135,-62.9967,67.5,62,100,16.58,AR,1611470189
Erenhot,43.6475,111.9767,20.71,93,0,7.29,CN,1611469922
Chumphon,10.3333,98.8333,89.6,66,20,9.22,TH,1611470190
Nísia Floresta,-6.0911,-35.2086,75.2,88,40,8.05,BR,1611470191
Bandarbeyla,9.4942,50.8122,75.72,64,0,24.38,SO,1611470192
Lavrentiya,65.5833,-171.0,-0.72,86,100,5.95,RU,1611470193
Ryōtsu-minato,38.0833,138.4333,46.4,66,75,9.22,JP,1611470060
Nioro,13.35,-15.75,64.44,23,40,6.46,GM,1611470194
Isangel,-19.55,169.2667,78.8,100,90,5.75,VU,1611470195
Bacolod City,10.6667,122.95,84.16,74,58,11.5,PH,1611469906
Port Moresby,-9.4431,147.1797,89.6,66,40,17.27,PG,1611470198
Ürümqi,43.801,87.6005,19.4,73,96,4.47,CN,1611470141
Khor,47.8861,134.9464,9.64,95,89,8.01,RU,1611470199
São João da Barra,-21.6403,-41.0511,72.37,87,0,5.21,BR,1611470200
Hervey Bay,-25.2986,152.8535,84.0,54,98,17.27,AU,1611470201
Altay,47.8667,88.1167,6.75,87,97,2.46,CN,1611469960
Socotá,6.0403,-72.6351,46.58,88,39,2.77,CO,1611470202
Maloyaroslavets,55.0146,36.4719,33.01,10,100,5.01,RU,1611470203
Huarmey,-10.0681,-78.1522,70.99,78,10,4.43,PE,1611470204
Lamu,-2.2717,40.902,80.67,76,99,8.1,KE,1611470206
Norderstedt,53.7,10.0167,33.01,93,0,3.44,DE,1611470206
Enshi,30.3,109.4833,46.92,84,100,0.87,CN,1611470097
Neuquén,-38.9516,-68.0591,73.4,46,0,6.91,AR,1611470209
Lewistown,40.5992,-77.5714,26.01,63,90,4.61,US,1611470134
Sitka,57.0531,-135.33,37.4,87,90,3.51,US,1611470213
Nelson Bay,-32.7167,152.15,89.6,33,0,16.11,AU,1611470214
Bilbor,47.05,25.5167,33.01,87,100,1.99,RO,1611470215
Makkah al Mukarramah,21.4267,39.8261,77.5,32,0,1.99,SA,1611470157
Malanville,11.8685,3.3899,65.52,24,55,7.7,BJ,1611470216
Aksha,50.2814,113.2867,18.81,90,100,2.62,RU,1611470217
Quatre Cocos,-20.2078,57.7625,84.99,70,75,6.91,MU,1611470218
Lagoa,39.05,-27.9833,61.16,90,11,26.84,PT,1611470219
Nakhon Phanom,17.3333,104.4167,89.01,37,0,3.44,TH,1611470220
Buin,-33.7333,-70.75,72.0,51,0,1.05,CL,1611470220
Nouakchott,18.0858,-15.9785,57.2,15,100,6.91,MR,1611469927
Aykhal,66.0,111.5,-35.48,80,0,3.74,RU,1611470222
Houston,29.7633,-95.3633,62.01,100,100,5.99,US,1611469950
Imbituba,-28.24,-48.6703,73.4,94,75,9.22,BR,1611470225
Ciudad Bolivar,8.1222,-63.5497,74.46,81,100,10.13,VE,1611470226
Isla Vista,34.4133,-119.861,46.99,81,1,3.44,US,1611470227
Mareeba,-17.0,145.4333,87.01,62,40,11.5,AU,1611470228
Mogadishu,2.0371,45.3438,80.6,61,40,16.11,SO,1611470228
Show Low,34.2542,-110.0298,34.0,86,75,9.22,US,1611470229
Petropavlovsk-Kamchatskiy,53.0452,158.6483,14.0,52,100,10.69,RU,1611470230
Marzuq,14.4,46.4667,65.5,26,28,4.16,YE,1611470231
Uvira,-3.4067,29.1458,76.89,61,100,5.5,CD,1611470231
Porto-Novo,6.4965,2.6036,75.2,73,98,4.61,BJ,1611470233
Mandalī,33.7499,45.5541,55.11,37,0,2.17,IQ,1611470234
Kalmar,56.6616,16.3616,32.0,100,90,4.61,SE,1611470235
Alyangula,-13.8483,136.4192,82.4,89,40,2.3,AU,1611470236
Noumea,-22.2763,166.4572,80.6,65,90,20.71,NC,1611470236
Evensk,61.95,159.2333,-17.14,79,91,9.46,RU,1611470237
Bāniyās,35.1819,35.9487,53.29,45,0,9.57,SY,1611470238
Taft,31.7471,54.2088,37.4,25,0,2.3,IR,1611470240
Hiratachō,35.4333,132.8167,50.0,66,75,14.97,JP,1611470241
Bystrzyca Kłodzka,50.3018,16.6423,32.0,96,100,2.77,PL,1611470242
Klaksvík,62.2266,-6.589,35.6,87,20,10.36,FO,1611470242
Kampen,52.555,5.9111,35.01,97,100,6.49,NL,1611470243
Kupang,-10.1667,123.5833,82.4,89,75,9.22,ID,1611470244
Oyem,1.5995,11.5793,70.75,88,100,3.74,GA,1611470245
Berlevåg,70.8578,29.0864,19.11,94,95,22.06,NO,1611470246
Pomoriany,49.6409,24.9307,35.55,94,100,7.14,UA,1611470246
Lüderitz,-26.6481,15.1594,70.54,58,100,19.73,NA,1611470247
Vila Franca do Campo,37.7167,-25.4333,62.01,100,75,16.11,PT,1611470248
Baykit,61.67,96.37,-23.55,80,100,2.17,RU,1611470249
Puerto Madryn,-42.7692,-65.0385,64.36,68,0,8.97,AR,1611470250
Chapais,49.7834,-74.8492,-0.4,78,90,11.5,CA,1611470250
Mahon,39.8885,4.2658,60.8,67,40,19.57,ES,1611470253
Nadym,65.5333,72.5167,-41.1,79,0,2.04,RU,1611470253
Alofi,-19.0595,-169.9187,80.6,83,98,3.44,NU,1611470254
Saint-Lô,49.1162,-1.0903,33.8,80,0,9.22,FR,1611470255
Ilulissat,69.2167,-51.1,17.6,45,39,23.02,GL,1611470256
Assiut,27.181,31.1837,46.4,81,0,8.05,EG,1611470257
Nong Phai,15.9903,101.0618,89.01,39,2,4.45,TH,1611470257
Biograd na Moru,43.9433,15.4519,55.0,93,40,4.61,HR,1611470258
Sarangani,5.4033,125.4636,82.76,76,51,13.58,PH,1611470259
Carutapera,-1.195,-46.02,78.8,82,70,7.74,BR,1611470260
Olafsvik,64.8945,-23.7142,30.22,92,100,37.22,IS,1611470260
Papar,5.7333,115.9333,87.8,74,20,5.75,MY,1611470261
Karachi,24.9056,67.0822,75.2,9,0,6.91,PK,1611470143
Oranjestad,12.524,-70.027,78.8,83,20,16.11,AW,1611470263
Ilhéus,-14.7889,-39.0494,72.88,88,100,3.11,BR,1611470264
Mitú,1.1983,-70.1733,68.32,98,100,0.27,CO,1611470001
San Jerónimo,-11.9472,-75.2829,47.82,73,100,1.74,PE,1611470266
Talcahuano,-36.7167,-73.1167,59.0,94,90,4.61,CL,1611470267
Tymovskoye,50.8456,142.655,2.55,91,100,5.1,RU,1611470267
Vysokogornyy,50.1167,139.15,2.71,92,100,4.99,RU,1611470268
Teeli,51.0333,90.2333,9.28,89,100,1.3,RU,1611470270
Rypefjord,70.6333,23.6667,15.8,62,71,23.02,NO,1611470271
Guarapari,-20.6667,-40.4975,72.0,94,20,4.61,BR,1611470271
Hofn,64.2539,-15.2082,32.52,88,100,23.55,IS,1611470272
Chum Phae,16.5443,102.0992,93.38,25,0,3.62,TH,1611470274
Caçu,-18.5567,-51.1308,70.93,85,100,1.07,BR,1611470275
Alappuzha,9.49,76.3264,83.57,68,24,3.96,IN,1611470168
Mount Isa,-20.7333,139.5,96.8,26,40,12.66,AU,1611470276
Ol'ga,43.7444,135.2892,31.48,84,0,3.2,RU,1611470277
Alice Springs,-23.7,133.8833,77.0,83,40,4.61,AU,1611470278
Tura,25.5198,90.2201,74.44,39,2,4.94,IN,1611470279
Pristina,42.6727,21.1669,42.8,65,40,9.22,XK,1611470279
Bratsk,56.1325,101.6142,-2.0,84,40,6.71,RU,1611470281
Tessalit,20.1986,1.0114,58.89,27,0,8.97,ML,1611470282
Formby,53.5536,-3.0682,32.0,100,0,8.05,GB,1611470282
Landau,49.2075,8.1133,36.0,82,79,8.01,DE,1611470283
Slavuta,50.3016,26.8651,33.8,100,90,11.18,UA,1611470284
Dolinsk,47.35,142.8,33.8,60,75,13.42,RU,1611470285
Portland,45.5234,-122.6762,41.0,75,90,6.91,US,1611470286
Salalah,17.0151,54.0924,73.4,28,0,14.97,OM,1611470288
Susanville,40.4163,-120.653,24.01,93,1,3.44,US,1611470289
Fortuna,40.5982,-124.1573,46.0,87,90,7.85,US,1611470290
Xining,36.6167,101.7667,27.37,92,100,4.18,CN,1611470290
Beeville,28.4008,-97.7483,64.4,100,90,5.75,US,1611470291
Half Moon Bay,37.4636,-122.4286,48.99,93,90,6.11,US,1611470292
San Joaquin,37.9333,-121.3011,48.0,76,1,6.91,US,1611470294
Shar,49.5886,81.0453,3.38,93,100,12.12,KZ,1611470295
Pāthardi,19.1667,75.1833,84.6,24,0,2.33,IN,1611470296
Mbale,1.0821,34.175,77.86,54,8,4.34,UG,1611470297
Semīrom,31.4167,51.5667,35.13,61,0,3.8,IR,1611470298
Yar-Sale,66.8333,70.8333,-38.51,80,17,5.28,RU,1611470298
Talnakh,69.4865,88.3972,-34.24,72,60,0.69,RU,1611470299
Talara,-4.5772,-81.2719,72.09,83,100,11.41,PE,1611470300
Eskişehir,39.7767,30.5206,35.6,80,40,11.5,TR,1611470301
Hinton,53.4001,-117.5857,15.8,73,100,3.44,CA,1611470301
Los Alamos,35.8881,-106.307,33.8,75,90,1.45,US,1611470302
Palana,59.1167,159.9667,-5.58,95,94,8.14,RU,1611470303
Carballo,43.213,-8.691,46.99,96,100,5.46,ES,1611470304
Nikki,9.9401,3.2108,66.47,24,25,5.23,BJ,1611470305
Khandyga,62.6667,135.6,-43.82,79,100,1.28,RU,1611470305
Port Said,31.2565,32.2841,53.6,87,0,4.61,EG,1611470306
Baie-Comeau,49.2168,-68.1489,23.0,80,90,13.8,CA,1611470307
Maceió,-9.6658,-35.7353,73.4,94,40,3.44,BR,1611470308
Manokwari,-0.8667,134.0833,81.97,79,100,10.87,ID,1611470309
Macouria,4.9167,-52.3667,75.2,100,75,1.14,GF,1611470310
Sisimiut,66.9395,-53.6735,15.28,79,23,5.28,GL,1611470312
Port Hawkesbury,45.6169,-61.3485,21.0,79,90,6.91,CA,1611470314
Komatipoort,-25.4332,31.9548,77.0,93,100,1.99,ZA,1611470314
Waingapu,-9.6567,120.2641,84.34,72,100,6.67,ID,1611470315
Øksfjord,70.2396,22.3479,15.8,66,90,4.61,NO,1611470316
Guaratinga,-16.5667,-39.5667,71.6,88,20,3.44,BR,1611470317
Nouadhibou,20.931,-17.0347,64.4,72,0,13.8,MR,1611470318
Hambantota,6.1241,81.1185,86.0,66,20,6.91,LK,1611470318
Raudeberg,61.9875,5.1352,37.0,78,75,15.37,NO,1611470319
Byron Bay,-28.65,153.6167,82.4,61,40,13.8,AU,1611470320
Mindelo,16.8901,-24.9804,68.0,83,75,18.41,CV,1611470321
Ponta Delgada,37.7333,-25.6667,62.01,100,75,16.11,PT,1611470321
Matara,5.9485,80.5353,83.34,64,52,3.8,LK,1611470322
Ambatondrazaka,-17.8333,48.4167,85.42,47,0,0.67,MG,1611470323
Codrington,-38.2667,141.9667,100.47,14,88,12.06,AU,1611470324
Point Fortin,10.1833,-61.6833,73.0,93,2,11.36,TT,1611470325
Tashtyp,52.7939,89.8983,11.59,88,100,1.59,RU,1611470325
Tynda,55.1667,124.7167,-18.87,83,0,2.64,RU,1611470326
Buluang,13.3068,123.3425,85.23,69,30,0.38,PH,1611470327
Mbandaka,0.0487,18.2603,78.71,74,17,4.29,CD,1611470328
Bemidji,47.4736,-94.8803,18.0,93,90,5.75,US,1611470329
Arman',59.7,150.1667,-16.2,78,100,10.38,RU,1611470329
Sennar,13.5691,33.5672,79.92,39,5,13.42,SD,1611470330
Jönköping,57.7814,14.1562,30.99,92,100,3.0,SE,1611470331
Charters Towers,-20.1,146.2667,85.86,37,50,11.01,AU,1611470277
Villa de Reyes,21.8,-100.9333,55.4,41,1,1.16,MX,1611470332
Trincomalee,8.5711,81.2335,79.43,69,43,12.01,LK,1611470334
Vanimo,-2.6741,141.3028,84.13,71,100,6.31,PG,1611470335
Tilichiki,60.4667,166.1,-12.42,89,0,9.17,RU,1611470336
Zapadnaya Dvina,56.259,32.0745,33.03,96,100,11.01,RU,1611470337
Bathsheba,13.2167,-59.5167,77.0,73,20,13.8,BB,1611470338
Būgai,55.4167,22.6167,32.16,98,100,7.23,LT,1611470338
Mporokoso,-9.3727,30.125,64.0,96,100,5.32,ZM,1611470339
Saint-Prosper,46.2117,-70.4811,5.0,72,100,5.75,CA,1611470340
Kavaratti,10.5669,72.642,81.43,74,91,10.78,IN,1611470341
Bontang,0.1333,117.5,86.77,62,100,2.98,ID,1611470342
Eureka,40.8021,-124.1637,46.0,88,100,10.42,US,1611470342
Black River,18.0264,-77.8487,77.0,83,20,9.22,JM,1611470343
Iquitos,-3.7481,-73.2472,75.2,94,75,2.3,PE,1611470344
Moundou,8.5667,16.0833,64.4,59,0,4.25,TD,1611470345
Bonthe,7.5264,-12.505,72.54,95,13,4.25,SL,1611470345
Nizhnyaya Tavda,57.6731,66.1725,-23.85,84,95,5.77,RU,1611470346
Tazovsky,67.4667,78.7,-40.65,78,0,1.79,RU,1611470347
Province of Brindisi,40.5833,17.6667,55.99,81,0,8.05,IT,1611470348
Muros,42.7762,-9.0603,53.01,86,100,7.0,ES,1611470349
Rundu,-17.9333,19.7667,70.72,84,90,6.78,NA,1611470349
Dunedin,-45.8742,170.5036,59.07,76,100,6.13,NZ,1611470319
Erzin,36.9559,36.2,50.0,70,0,4.61,TR,1611470351
Davila,18.4726,120.5763,87.8,62,20,4.61,PH,1611470353
Kaitangata,-46.2817,169.8464,60.01,61,84,17.0,NZ,1611470354
Port Hedland,-20.3167,118.5667,98.6,39,97,26.46,AU,1611470355
Hualmay,-11.0964,-77.6139,70.9,77,63,6.51,PE,1611470355
Tevaitoa,-16.7833,-151.5,81.32,72,0,12.55,PF,1611470356
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,75.0,95,80,1.01,AR,1611470357
Bariloche,-41.1456,-71.3082,53.6,82,0,4.61,AR,1611470358
Toora-Khem,52.4675,96.11,3.45,88,100,1.14,RU,1611470358
